,Team,Strength of Schedule,Year
1512,William & Mary,0.5327510917030568,2016
1513,Tulane,0.5327510917030568,2016
1514,Akron,0.5327510917030568,2016
1515,UC Irvine,0.5240174672489084,2016
1516,Evansville,0.5240174672489084,2016
1517,Marshall,0.5196506550218342,2016
1518,UT Arlington,0.5196506550218342,2016
1519,Indiana St,0.5152838427947599,2016
1520,Iona,0.5109170305676857,2016
1521,Louisiana,0.5109170305676857,2016
1522,Nevada,0.5109170305676857,2016
1523,J Madison,0.5065502183406114,2016
1524,Utah St,0.5021834061135372,2016
1525,Charleston,0.5021834061135372,2016
1526,Drexel,0.5021834061135372,2016
1527,Stony Brook,0.5021834061135372,2016
1528,Wyoming,0.5021834061135372,2016
1529,Little Rock,0.49781659388646293,2016
1530,Fresno St,0.49344978165938874,2016
1531,Missouri St,0.48471615720524025,2016
1532,Harvard,0.48471615720524025,2016
1533,NC Wilmington,0.48471615720524025,2016
1534,Rutgers,0.480349344978166,2016
1535,UL Monroe,0.480349344978166,2016
1536,Delaware,0.480349344978166,2016
1537,S Dakota St,0.47598253275109176,2016
1538,Siena,0.47598253275109176,2016
1539,Oral Roberts,0.47598253275109176,2016
1540,Green Bay,0.47598253275109176,2016
1541,Columbia,0.47598253275109176,2016
1542,Colorado St,0.47598253275109176,2016
1543,Pacific,0.47598253275109176,2016
1544,Elon,0.47598253275109176,2016
1545,Old Dominion,0.4716157205240175,2016
1546,Belmont,0.4672489082969433,2016
1547,E Michigan,0.4672489082969433,2016
1548,IU Indy,0.4672489082969433,2016
1549,Loyola Chi,0.4628820960698691,2016
1550,Milwaukee,0.45851528384279483,2016
1551,Kent St,0.4541484716157206,2016
1552,Vermont,0.4541484716157206,2016
1553,Fordham,0.44978165938864634,2016
1554,W Michigan,0.44978165938864634,2016
1555,Ohio,0.4454148471615721,2016
1556,S Illinois,0.4454148471615721,2016
1557,Toledo,0.4454148471615721,2016
1558,C Michigan,0.4454148471615721,2016
1559,Detroit Mercy,0.44104803493449785,2016
1560,Cal Poly,0.43668122270742366,2016
1561,Drake,0.43668122270742366,2016
1562,Loyola Mymt,0.43668122270742366,2016
1563,App State,0.43668122270742366,2016
1564,Portland,0.4323144104803494,2016
1565,Middle Tenn,0.4323144104803494,2016
1566,Bradley,0.4323144104803494,2016
1567,Santa Clara,0.4323144104803494,2016
1568,Purdue FW,0.42794759825327516,2016
1569,Cornell,0.42794759825327516,2016
1570,Morehead St,0.423580786026201,2016
1571,Wofford,0.423580786026201,2016
1572,Fairfield,0.423580786026201,2016
1573,South Dakota,0.423580786026201,2016
1574,W Kentucky,0.423580786026201,2016
1575,Chattanooga,0.4192139737991267,2016
1576,UAB,0.4192139737991267,2016
1577,Lehigh,0.4192139737991267,2016
1578,Towson,0.4192139737991267,2016
1579,Canisius,0.4192139737991267,2016
1580,Hawai'i,0.4192139737991267,2016
1581,Rider,0.4192139737991267,2016
1582,Omaha,0.4148471615720525,2016
1583,E Tennessee St,0.4148471615720525,2016
1584,Charlotte,0.4148471615720525,2016
1585,W Carolina,0.4148471615720525,2016
1586,San Diego,0.4148471615720525,2016
1587,Wright St,0.41048034934497823,2016
1588,Manhattan,0.41048034934497823,2016
1589,CS Northridge,0.41048034934497823,2016
1590,Miami OH,0.41048034934497823,2016
1591,Cleveland St,0.406113537117904,2016
1592,Ball St,0.3973799126637555,2016
1593,Air Force,0.3973799126637555,2016
1594,Dartmouth,0.3973799126637555,2016
1595,San Francisco,0.39301310043668125,2016
1596,N Illinois,0.39301310043668125,2016
1597,Bucknell,0.39301310043668125,2016
1598,Georgia St,0.388646288209607,2016
1599,Albany,0.388646288209607,2016
1600,N Dakota St,0.388646288209607,2016
1601,Saint Peter's,0.3842794759825328,2016
1602,Murray St,0.37991266375545857,2016
1603,SF Austin,0.37991266375545857,2016
1604,Bowling Green,0.3755458515283843,2016
1605,New Mexico St,0.3755458515283843,2016
1606,NC Asheville,0.3755458515283843,2016
1607,Loyola MD,0.37117903930131013,2016
1608,N Kentucky,0.37117903930131013,2016
1609,Radford,0.37117903930131013,2016
1610,CS Fullerton,0.3668122270742359,2016
1611,San Jose St,0.3668122270742359,2016
1612,Furman,0.3668122270742359,2016
1613,Marist,0.36244541484716164,2016
1614,Niagara,0.3580786026200874,2016
1615,Denver,0.3580786026200874,2016
1616,W Illinois,0.3580786026200874,2016
1617,Mercer,0.3580786026200874,2016
1618,N Florida,0.3580786026200874,2016
1619,UC Davis,0.3580786026200874,2016
1620,Coastal Car,0.3580786026200874,2016
1621,S Alabama,0.3580786026200874,2016
1622,High Point,0.35371179039301315,2016
1623,Georgia So,0.35371179039301315,2016
1624,Tenn Tech,0.35371179039301315,2016
1625,Arkansas St,0.3493449781659389,2016
1626,Boston U,0.3493449781659389,2016
1627,NJIT,0.3493449781659389,2016
1628,American,0.34497816593886466,2016
1629,Quinnipiac,0.34497816593886466,2016
1630,Colgate,0.34497816593886466,2016
1631,Brown,0.34497816593886466,2016
1632,E Kentucky,0.34061135371179047,2016
1633,NC Greensboro,0.34061135371179047,2016
1634,Texas St,0.34061135371179047,2016
1635,Montana,0.34061135371179047,2016
1636,SIU Edward,0.3362445414847162,2016
1637,Youngstown St,0.3362445414847162,2016
1638,Penn,0.331877729257642,2016
1639,Louisiana Tech,0.331877729257642,2016
1640,Texas So,0.331877729257642,2016
1641,Gardner-Webb,0.3275109170305678,2016
1642,Troy,0.3275109170305678,2016
1643,Florida Atlantic,0.3275109170305678,2016
1644,Austin Peay,0.3275109170305678,2016
1645,UC Riverside,0.3275109170305678,2016
1646,Lafayette,0.3187772925764193,2016
1647,Navy,0.3187772925764193,2016
1648,Winthrop,0.3187772925764193,2016
1649,Charleston So,0.31441048034934505,2016
1650,Samford,0.31441048034934505,2016
1651,Illinois Chicago,0.31441048034934505,2016
1652,E Washington,0.31441048034934505,2016
1653,Tennessee St,0.3100436681222708,2016
1654,CS Bakersfield,0.3100436681222708,2016
1655,Lipscomb,0.30567685589519655,2016
1656,Montana St,0.30567685589519655,2016
1657,UTEP,0.3013100436681223,2016
1658,Kennesaw St,0.3013100436681223,2016
1659,Rice,0.3013100436681223,2016
1660,Texas A&M-CC,0.3013100436681223,2016
1661,Army,0.3013100436681223,2016
1662,Holy Cross,0.3013100436681223,2016
1663,Kansas City,0.29694323144104806,2016
1664,UT Martin,0.2925764192139738,2016
1665,E Illinois,0.2925764192139738,2016
1666,Sacramento St,0.2925764192139738,2016
1667,Weber St,0.2925764192139738,2016
1668,Portland St,0.2882096069868996,2016
1669,New Hampshire,0.2882096069868996,2016
1670,Mt St Mary's,0.2838427947598254,2016
1671,VMI,0.27510917030567694,2016
1672,Florida Intl,0.27510917030567694,2016
1673,Grand Canyon,0.27510917030567694,2016
1674,Idaho,0.26637554585152845,2016
1675,Liberty,0.26637554585152845,2016
1676,Robert Morris,0.26637554585152845,2016
1677,Jacksonville St,0.26637554585152845,2016
1678,Binghamton,0.2620087336244542,2016
1679,UMass Lowell,0.2620087336244542,2016
1680,Sam Houston,0.2620087336244542,2016
1681,Longwood,0.25764192139737996,2016
1682,UMBC,0.25764192139737996,2016
1683,Norfolk St,0.25764192139737996,2016
1684,FGCU,0.25764192139737996,2016
1685,North Dakota,0.24890829694323147,2016
1686,Southern Miss,0.24890829694323147,2016
1687,Sacred Heart,0.24454148471615722,2016
1688,Maine,0.24017467248908303,2016
1689,N Texas,0.24017467248908303,2016
1690,C Arkansas,0.23580786026200878,2016
1691,SE Missouri St,0.23144104803493454,2016
1692,Hou Christian,0.23144104803493454,2016
1693,Chicago St,0.2270742358078603,2016
1694,St Fran (NY),0.22270742358078605,2016
1695,F Dickinson,0.22270742358078605,2016
1696,Wagner,0.21834061135371186,2016
1697,Hartford,0.21834061135371186,2016
1698,The Citadel,0.2139737991266376,2016
1699,Utah Valley,0.2139737991266376,2016
1700,St Francis PA,0.20524017467248912,2016
1701,N Colorado,0.20524017467248912,2016
1702,AR-Pine Bluff,0.20087336244541487,2016
1703,Campbell,0.20087336244541487,2016
1704,Jacksonville,0.19650655021834068,2016
1705,N Arizona,0.19650655021834068,2016
1706,S Utah,0.19650655021834068,2016
1707,Maryland ES,0.19650655021834068,2016
1708,UTSA,0.19650655021834068,2016
1709,Morgan St,0.19650655021834068,2016
1710,Stetson,0.19650655021834068,2016
1711,Incarnate Word,0.19650655021834068,2016
1712,S Carolina St,0.19213973799126638,2016
1713,Presbyterian,0.19213973799126638,2016
1714,Bryant,0.19213973799126638,2016
1715,LIU-Brooklyn,0.1790393013100437,2016
1716,Idaho St,0.1790393013100437,2016
1717,New Orleans,0.1790393013100437,2016
1718,Seattle,0.1746724890829695,2016
1719,Southern,0.1703056768558952,2016
1720,Hampton,0.1703056768558952,2016
1721,Jackson St,0.16593886462882101,2016
1722,Prairie View,0.16593886462882101,2016
1723,Miss Valley St,0.16157205240174677,2016
1724,SE Louisiana,0.15720524017467252,2016
1725,Alabama St,0.14847161572052409,2016
1726,SC Upstate,0.14847161572052409,2016
1727,C Connecticut,0.13973799126637554,2016
1728,Bethune,0.13537117903930135,2016
1729,Nicholls,0.1266375545851529,2016
1730,UT Rio Grande,0.1266375545851529,2016
1731,Coppin St,0.1266375545851529,2016
1732,Alabama A&M,0.12227074235807861,2016
1733,Abl Christian,0.11790393013100436,2016
1734,Howard,0.10917030567685593,2016
1735,NC Central,0.10917030567685593,2016
1736,NC A&T,0.10480349344978174,2016
1737,NW State,0.10480349344978174,2016
1738,McNeese,0.10043668122270744,2016
1739,Delaware St,0.10043668122270744,2016
1740,Savannah St,0.09606986899563319,2016
1741,Alcorn St,0.07423580786026202,2016
1742,Lamar,0.06550218340611358,2016
1743,Grambling,0.004366812227074246,2016
1744,Florida A&M,0.0,2016
1745,Virginia,1.0,2017
1746,Louisville,0.9758064516129032,2017
1747,Kansas,0.9758064516129032,2017
1748,North Carolina,0.967741935483871,2017
1749,Duke,0.9637096774193548,2017
1750,Baylor,0.9556451612903225,2017
1751,West Virginia,0.9475806451612903,2017
1752,Oklahoma St,0.9475806451612903,2017
1753,Iowa St,0.939516129032258,2017
1754,Florida,0.939516129032258,2017
1755,Villanova,0.9153225806451613,2017
1756,Kentucky,0.9153225806451613,2017
1757,Clemson,0.9112903225806452,2017
1758,Oklahoma,0.9112903225806452,2017
1759,Florida St,0.9112903225806452,2017
1760,Butler,0.9032258064516129,2017
1761,Wisconsin,0.8911290322580645,2017
1762,Xavier,0.8870967741935484,2017
1763,Notre Dame,0.8830645161290323,2017
1764,Miami,0.8709677419354839,2017
1765,Wake Forest,0.8709677419354839,2017
1766,Texas,0.8709677419354839,2017
1767,Purdue,0.8629032258064515,2017
1768,Michigan St,0.8588709677419355,2017
1769,Syracuse,0.8588709677419355,2017
1770,Indiana,0.8548387096774194,2017
1771,Michigan,0.846774193548387,2017
1772,Pittsburgh,0.846774193548387,2017
1773,Kansas St,0.842741935483871,2017
1774,TCU,0.8387096774193548,2017
1775,Georgetown,0.8387096774193548,2017
1776,Marquette,0.8346774193548387,2017
1777,UCLA,0.8346774193548387,2017
1778,Virginia Tech,0.8346774193548387,2017
1779,Vanderbilt,0.8306451612903226,2017
1780,Creighton,0.8266129032258065,2017
1781,Texas Tech,0.8225806451612903,2017
1782,Oregon,0.8185483870967742,2017
1783,Seton Hall,0.814516129032258,2017
1784,Tennessee,0.810483870967742,2017
1785,Georgia,0.810483870967742,2017
1786,Arizona,0.8024193548387096,2017
1787,Nebraska,0.8024193548387096,2017
1788,Providence,0.7943548387096775,2017
1789,Minnesota,0.7862903225806452,2017
1790,Northwestern,0.782258064516129,2017
1791,St John's,0.782258064516129,2017
1792,Ohio St,0.782258064516129,2017
1793,Gonzaga,0.782258064516129,2017
1794,Illinois,0.7782258064516129,2017
1795,South Carolina,0.7782258064516129,2017
1796,Maryland,0.7782258064516129,2017
1797,Penn St,0.7620967741935484,2017
1798,Iowa,0.7580645161290323,2017
1799,Texas A&M,0.7580645161290323,2017
1800,Georgia Tech,0.7540322580645161,2017
1801,Stanford,0.7459677419354839,2017
1802,NC State,0.7419354838709677,2017
1803,SMU,0.7419354838709677,2017
1804,Arkansas,0.7379032258064516,2017
1805,California,0.7379032258064516,2017
1806,Cincinnati,0.7338709677419355,2017
1807,Alabama,0.7338709677419355,2017
1808,Auburn,0.7298387096774194,2017
1809,USC,0.721774193548387,2017
1810,UConn,0.7137096774193549,2017
1811,Mississippi,0.7016129032258065,2017
1812,LSU,0.7016129032258065,2017
1813,Utah,0.689516129032258,2017
1814,Colorado,0.689516129032258,2017
1815,Rhode Island,0.689516129032258,2017
1816,Arizona St,0.6774193548387097,2017
1817,Saint Mary's,0.6653225806451613,2017
1818,Mississippi St,0.6653225806451613,2017
1819,Houston,0.657258064516129,2017
1820,Wichita St,0.6532258064516129,2017
1821,Temple,0.6532258064516129,2017
1822,Dayton,0.6532258064516129,2017
1823,Boston College,0.6532258064516129,2017
1824,VCU,0.6491935483870968,2017
1825,Washington,0.6411290322580645,2017
1826,Davidson,0.6411290322580645,2017
1827,Rutgers,0.6411290322580645,2017
1828,Missouri,0.6330645161290323,2017
1829,UCF,0.6330645161290323,2017
1830,DePaul,0.6330645161290323,2017
1831,Memphis,0.6169354838709677,2017
1832,Tulsa,0.6129032258064516,2017
1833,Richmond,0.6088709677419355,2017
1834,Saint Joseph's,0.6008064516129032,2017
1835,La Salle,0.6008064516129032,2017
1836,N Iowa,0.5967741935483871,2017
1837,G Washington,0.592741935483871,2017
1838,BYU,0.5846774193548387,2017
1839,Nevada,0.5766129032258065,2017
1840,Boise St,0.5725806451612903,2017
1841,San Diego St,0.5725806451612903,2017
1842,New Mexico,0.5685483870967742,2017
1843,Illinois St,0.5685483870967742,2017
1844,Princeton,0.564516129032258,2017
1845,Washington St,0.564516129032258,2017
1846,St Bonaventure,0.560483870967742,2017
1847,Oregon St,0.5524193548387096,2017
1848,Northeastern,0.5483870967741935,2017
1849,Utah St,0.5483870967741935,2017
1850,Fresno St,0.5483870967741935,2017
1851,Indiana St,0.5403225806451613,2017
1852,UMass,0.5403225806451613,2017
1853,NC Wilmington,0.5403225806451613,2017
1854,George Mason,0.5362903225806451,2017
1855,UT Arlington,0.5362903225806451,2017
1856,Middle Tenn,0.5362903225806451,2017
1857,Tulane,0.532258064516129,2017
1858,Charleston,0.532258064516129,2017
1859,Buffalo,0.5241935483870968,2017
1860,W Michigan,0.5201612903225806,2017
1861,Monmouth,0.5161290322580645,2017
1862,Colorado St,0.5161290322580645,2017
1863,William & Mary,0.5120967741935484,2017
1864,Penn,0.5120967741935484,2017
1865,E Michigan,0.5080645161290323,2017
1866,Fordham,0.5040322580645161,2017
1867,Wyoming,0.5,2017
1868,Towson,0.5,2017
1869,S Illinois,0.5,2017
1870,Loyola Chi,0.4959677419354839,2017
1871,Old Dominion,0.4959677419354839,2017
1872,Bradley,0.49193548387096775,2017
1873,Santa Clara,0.49193548387096775,2017
1874,Toledo,0.49193548387096775,2017
1875,Yale,0.4879032258064516,2017
1876,Evansville,0.4879032258064516,2017
1877,San Francisco,0.4879032258064516,2017
1878,Siena,0.4838709677419355,2017
1879,Marshall,0.4838709677419355,2017
1880,Omaha,0.4838709677419355,2017
1881,Elon,0.4838709677419355,2017
1882,Ohio,0.4838709677419355,2017
1883,Valparaiso,0.4798387096774194,2017
1884,Vermont,0.47580645161290325,2017
1885,Belmont,0.47580645161290325,2017
1886,UNLV,0.47580645161290325,2017
1887,Akron,0.47580645161290325,2017
1888,Arkansas St,0.47580645161290325,2017
1889,Missouri St,0.47580645161290325,2017
1890,Oral Roberts,0.47580645161290325,2017
1891,Loyola Mymt,0.47580645161290325,2017
1892,E Carolina,0.4717741935483871,2017
1893,Hofstra,0.4717741935483871,2017
1894,UAB,0.4717741935483871,2017
1895,Georgia St,0.467741935483871,2017
1896,Pacific,0.467741935483871,2017
1897,Iona,0.46370967741935487,2017
1898,J Madison,0.46370967741935487,2017
1899,E Tennessee St,0.46370967741935487,2017
1900,UC Irvine,0.4596774193548387,2017
1901,Pepperdine,0.45564516129032256,2017
1902,Bucknell,0.45161290322580644,2017
1903,S Florida,0.45161290322580644,2017
1904,Saint Louis,0.45161290322580644,2017
1905,Duquesne,0.4475806451612903,2017
1906,Georgia So,0.4475806451612903,2017
1907,Kent St,0.4475806451612903,2017
1908,Chattanooga,0.4475806451612903,2017
1909,Mercer,0.4475806451612903,2017
1910,S Dakota St,0.4475806451612903,2017
1911,IU Indy,0.4475806451612903,2017
1912,San Jose St,0.4475806451612903,2017
1913,Drexel,0.4475806451612903,2017
1914,Saint Peter's,0.43951612903225806,2017
1915,Wofford,0.43951612903225806,2017
1916,Drake,0.43951612903225806,2017
1917,Furman,0.43951612903225806,2017
1918,N Dakota St,0.43951612903225806,2017
1919,Cleveland St,0.43951612903225806,2017
1920,W Kentucky,0.43548387096774194,2017
1921,Harvard,0.43548387096774194,2017
1922,Coastal Car,0.43548387096774194,2017
1923,Long Beach St,0.43548387096774194,2017
1924,Louisiana,0.4314516129032258,2017
1925,Lehigh,0.4314516129032258,2017
1926,Canisius,0.4274193548387097,2017
1927,FGCU,0.4274193548387097,2017
1928,Cornell,0.4274193548387097,2017
1929,Morehead St,0.42338709677419356,2017
1930,Louisiana Tech,0.42338709677419356,2017
1931,Air Force,0.42338709677419356,2017
1932,Portland,0.42338709677419356,2017
1933,Green Bay,0.42338709677419356,2017
1934,Wright St,0.41935483870967744,2017
1935,South Dakota,0.41935483870967744,2017
1936,NC Asheville,0.41935483870967744,2017
1937,Tennessee St,0.4153225806451613,2017
1938,Ball St,0.4153225806451613,2017
1939,Denver,0.4153225806451613,2017
1940,Purdue FW,0.4153225806451613,2017
1941,Fairfield,0.41129032258064513,2017
1942,Troy,0.41129032258064513,2017
1943,Milwaukee,0.41129032258064513,2017
1944,Detroit Mercy,0.41129032258064513,2017
1945,C Michigan,0.407258064516129,2017
1946,Bowling Green,0.407258064516129,2017
1947,Oakland,0.40322580645161293,2017
1948,San Diego,0.40322580645161293,2017
1949,Manhattan,0.40322580645161293,2017
1950,NC Greensboro,0.39919354838709675,2017
1951,Charlotte,0.39919354838709675,2017
1952,App State,0.39919354838709675,2017
1953,Columbia,0.3951612903225806,2017
1954,CS Bakersfield,0.3951612903225806,2017
1955,Marist,0.3951612903225806,2017
1956,N Illinois,0.3911290322580645,2017
1957,Albany,0.3911290322580645,2017
1958,Rider,0.3870967741935484,2017
1959,Lipscomb,0.3870967741935484,2017
1960,Jacksonville St,0.3870967741935484,2017
1961,Delaware,0.3870967741935484,2017
1962,Quinnipiac,0.38306451612903225,2017
1963,Weber St,0.38306451612903225,2017
1964,N Kentucky,0.38306451612903225,2017
1965,S Alabama,0.3790322580645161,2017
1966,Holy Cross,0.3790322580645161,2017
1967,Montana,0.3790322580645161,2017
1968,Niagara,0.375,2017
1969,UL Monroe,0.375,2017
1970,Boston U,0.375,2017
1971,Murray St,0.36693548387096775,2017
1972,Samford,0.36693548387096775,2017
1973,Dartmouth,0.36693548387096775,2017
1974,E Kentucky,0.3629032258064516,2017
1975,Stony Brook,0.3629032258064516,2017
1976,N Florida,0.3629032258064516,2017
1977,Winthrop,0.3629032258064516,2017
1978,UTEP,0.3588709677419355,2017
1979,Mt St Mary's,0.3588709677419355,2017
1980,New Mexico St,0.3548387096774194,2017
1981,Utah Valley,0.3548387096774194,2017
1982,Texas So,0.3548387096774194,2017
1983,Cal Poly,0.35080645161290325,2017
1984,E Washington,0.35080645161290325,2017
1985,New Hampshire,0.35080645161290325,2017
1986,Rice,0.35080645161290325,2017
1987,Idaho St,0.3467741935483871,2017
1988,Austin Peay,0.3467741935483871,2017
1989,Miami OH,0.342741935483871,2017
1990,NJIT,0.342741935483871,2017
1991,Tenn Tech,0.342741935483871,2017
1992,Navy,0.33870967741935487,2017
1993,Youngstown St,0.33870967741935487,2017
1994,Kansas City,0.33870967741935487,2017
1995,W Illinois,0.33870967741935487,2017
1996,Little Rock,0.33870967741935487,2017
1997,UCSB,0.33870967741935487,2017
1998,Colgate,0.33870967741935487,2017
1999,North Dakota,0.33467741935483875,2017
2000,UC Davis,0.3306451612903226,2017
2001,W Carolina,0.3306451612903226,2017
2002,UC Riverside,0.3306451612903226,2017
2003,Texas St,0.3306451612903226,2017
2004,Illinois Chicago,0.32258064516129037,2017
2005,CS Northridge,0.32258064516129037,2017
2006,Florida Atlantic,0.3185483870967742,2017
2007,UT Martin,0.3185483870967742,2017
2008,UMBC,0.3185483870967742,2017
2009,Idaho,0.3185483870967742,2017
2010,Gardner-Webb,0.31451612903225806,2017
2011,Loyola MD,0.31451612903225806,2017
2012,C Arkansas,0.31451612903225806,2017
2013,Grand Canyon,0.31451612903225806,2017
2014,UTSA,0.310483870967742,2017
2015,E Illinois,0.310483870967742,2017
2016,N Colorado,0.310483870967742,2017
2017,Kennesaw St,0.3064516129032258,2017
2018,American,0.3064516129032258,2017
2019,Brown,0.3024193548387097,2017
2020,SE Missouri St,0.3024193548387097,2017
2021,SIU Edward,0.2983870967741935,2017
2022,Robert Morris,0.2983870967741935,2017
2023,Army,0.2983870967741935,2017
2024,F Dickinson,0.29435483870967744,2017
2025,Florida Intl,0.28629032258064513,2017
2026,Liberty,0.28629032258064513,2017
2027,Montana St,0.28629032258064513,2017
2028,SC Upstate,0.28225806451612906,2017
2029,Hartford,0.2782258064516129,2017
2030,Hawai'i,0.27419354838709675,2017
2031,Lafayette,0.27419354838709675,2017
2032,VMI,0.27419354838709675,2017
2033,UMass Lowell,0.2701612903225807,2017
2034,Radford,0.2701612903225807,2017
2035,Bryant,0.2661290322580645,2017
2036,New Orleans,0.2661290322580645,2017
2037,N Arizona,0.25806451612903225,2017
2038,Hou Christian,0.25806451612903225,2017
2039,Maine,0.25806451612903225,2017
2040,SF Austin,0.25806451612903225,2017
2041,CS Fullerton,0.2540322580645161,2017
2042,Southern Miss,0.2540322580645161,2017
2043,Portland St,0.2540322580645161,2017
2044,The Citadel,0.2540322580645161,2017
2045,Sacramento St,0.25,2017
2046,Chicago St,0.25,2017
2047,Wagner,0.24596774193548387,2017
2048,S Utah,0.24596774193548387,2017
2049,N Texas,0.24193548387096775,2017
2050,Stetson,0.24193548387096775,2017
2051,High Point,0.23790322580645162,2017
2052,St Francis PA,0.22580645161290325,2017
2053,Sam Houston,0.22580645161290325,2017
2054,Binghamton,0.22580645161290325,2017
2055,Seattle,0.22177419354838712,2017
2056,Jacksonville,0.22177419354838712,2017
2057,Texas A&M-CC,0.22177419354838712,2017
2058,Sacred Heart,0.22177419354838712,2017
2059,LIU-Brooklyn,0.21774193548387094,2017
2060,UT Rio Grande,0.21370967741935487,2017
2061,C Connecticut,0.20564516129032256,2017
2062,SE Louisiana,0.2016129032258065,2017
2063,NC Central,0.18951612903225812,2017
2064,Maryland ES,0.18548387096774194,2017
2065,Lamar,0.18548387096774194,2017
2066,Charleston So,0.18548387096774194,2017
2067,McNeese,0.1814516129032258,2017
2068,St Fran (NY),0.16935483870967744,2017
2069,Miss Valley St,0.1653225806451613,2017
2070,NW State,0.16129032258064513,2017
2071,Campbell,0.16129032258064513,2017
2072,Norfolk St,0.16129032258064513,2017
2073,Prairie View,0.157258064516129,2017
2074,Nicholls,0.15322580645161293,2017
2075,Abl Christian,0.15322580645161293,2017
2076,Incarnate Word,0.1411290322580645,2017
2077,Hampton,0.13709677419354838,2017
2078,Longwood,0.13709677419354838,2017
2079,Howard,0.13306451612903225,2017
2080,Presbyterian,0.12096774193548387,2017
2081,Savannah St,0.12096774193548387,2017
2082,S Carolina St,0.12096774193548387,2017
2083,Delaware St,0.11290322580645162,2017
2084,Coppin St,0.10483870967741937,2017
2085,Jackson St,0.09677419354838712,2017
2086,Alcorn St,0.092741935483871,2017
2087,Alabama St,0.092741935483871,2017
2088,Morgan St,0.092741935483871,2017
2089,Alabama A&M,0.08870967741935487,2017
2090,Southern,0.06854838709677424,2017
2091,AR-Pine Bluff,0.06451612903225812,2017
2092,Grambling,0.04838709677419356,2017
2093,Bethune,0.04435483870967749,2017
2094,NC A&T,0.036290322580645185,2017
2095,Florida A&M,0.0,2017
2096,North Carolina,1.0,2018
2097,Kansas,0.9824561403508771,2018
2098,Duke,0.9824561403508771,2018
2099,Oklahoma,0.9780701754385965,2018
2100,Villanova,0.9736842105263157,2018
2101,Tennessee,0.9649122807017544,2018
2102,West Virginia,0.9649122807017544,2018
2103,Texas,0.9605263157894737,2018
2104,Baylor,0.9561403508771931,2018
2105,Texas A&M,0.9517543859649122,2018
2106,Purdue,0.9473684210526315,2018
2107,Florida,0.9473684210526315,2018
2108,Virginia,0.9429824561403508,2018
2109,Texas Tech,0.9429824561403508,2018
2110,Xavier,0.9298245614035088,2018
2111,Kentucky,0.9254385964912281,2018
2112,TCU,0.9210526315789473,2018
2113,Michigan St,0.9166666666666667,2018
2114,Butler,0.9166666666666667,2018
2115,Seton Hall,0.9122807017543859,2018
2116,Creighton,0.9078947368421052,2018
2117,Michigan,0.9035087719298245,2018
2118,Clemson,0.8991228070175439,2018
2119,Marquette,0.8991228070175439,2018
2120,Oklahoma St,0.8903508771929824,2018
2121,Arkansas,0.8903508771929824,2018
2122,Vanderbilt,0.8903508771929824,2018
2123,Alabama,0.8859649122807017,2018
2124,Kansas St,0.8859649122807017,2018
2125,Louisville,0.8859649122807017,2018
2126,Ohio St,0.881578947368421,2018
2127,Florida St,0.8771929824561404,2018
2128,Missouri,0.8728070175438596,2018
2129,Wisconsin,0.8728070175438596,2018
2130,Notre Dame,0.8728070175438596,2018
2131,Virginia Tech,0.868421052631579,2018
2132,Auburn,0.8640350877192982,2018
2133,Iowa St,0.8640350877192982,2018
2134,Georgia,0.8640350877192982,2018
2135,Providence,0.8640350877192982,2018
2136,Maryland,0.8596491228070176,2018
2137,St John's,0.8596491228070176,2018
2138,Indiana,0.8552631578947368,2018
2139,Miami,0.8508771929824561,2018
2140,LSU,0.8421052631578947,2018
2141,Mississippi,0.8421052631578947,2018
2142,Wichita St,0.8289473684210527,2018
2143,Northwestern,0.8289473684210527,2018
2144,NC State,0.8245614035087719,2018
2145,Syracuse,0.8201754385964912,2018
2146,Cincinnati,0.8201754385964912,2018
2147,South Carolina,0.8201754385964912,2018
2148,Penn St,0.8157894736842105,2018
2149,Arizona,0.8157894736842105,2018
2150,Temple,0.8114035087719298,2018
2151,Wake Forest,0.8026315789473684,2018
2152,Iowa,0.8026315789473684,2018
2153,DePaul,0.8026315789473684,2018
2154,Arizona St,0.7938596491228069,2018
2155,Minnesota,0.7894736842105263,2018
2156,Nebraska,0.7894736842105263,2018
2157,Boston College,0.7850877192982456,2018
2158,UCLA,0.7763157894736843,2018
2159,Georgia Tech,0.7675438596491229,2018
2160,USC,0.7675438596491229,2018
2161,Illinois,0.7675438596491229,2018
2162,Houston,0.7675438596491229,2018
2163,Gonzaga,0.7631578947368421,2018
2164,Utah,0.7587719298245614,2018
2165,Mississippi St,0.7543859649122807,2018
2166,SMU,0.7236842105263158,2018
2167,Georgetown,0.7192982456140351,2018
2168,Oregon,0.7149122807017544,2018
2169,Stanford,0.6973684210526316,2018
2170,Rhode Island,0.6929824561403508,2018
2171,UCF,0.6885964912280702,2018
2172,Colorado,0.6842105263157895,2018
2173,UConn,0.6798245614035088,2018
2174,Nevada,0.6754385964912281,2018
2175,St Bonaventure,0.6666666666666667,2018
2176,Washington,0.6666666666666667,2018
2177,Pittsburgh,0.6622807017543859,2018
2178,Rutgers,0.6578947368421053,2018
2179,Davidson,0.6535087719298246,2018
2180,Middle Tenn,0.6491228070175439,2018
2181,Boise St,0.6403508771929824,2018
2182,Oregon St,0.6359649122807017,2018
2183,San Diego St,0.631578947368421,2018
2184,Tulsa,0.6140350877192983,2018
2185,Richmond,0.6052631578947368,2018
2186,Washington St,0.6052631578947368,2018
